0,1
0.1,1
0.2,0.98
0.3,0.941584
0.4,0.888389
0.5,0.82525
0.6,0.757147
0.7,0.688354
0.8,0.622018
0.9,0.560113
1,0.503642
1.1,0.452911
1.2,0.407783
1.3,0.367874
1.4,0.332688
1.5,0.301697
1.6,0.274391
1.7,0.250298
1.8,0.228997
1.9,0.210119
2,0.193342
2.1,0.178389
2.2,0.165024
2.3,0.153041
2.4,0.142267
2.5,0.132552
2.6,0.123767
2.7,0.115802
2.8,0.10856
2.9,0.10196
3,0.0959308
3.1,0.0904092
3.2,0.0853414
3.3,0.0806802
3.4,0.0763841
3.5,0.0724166
3.6,0.0687457
3.7,0.065343
3.8,0.0621834
3.9,0.0592446
4,0.0565069
4.1,0.0539525
4.2,0.0515656
4.3,0.049332
4.4,0.0472391
4.5,0.0452753
4.6,0.0434304
4.7,0.0416951
4.8,0.040061
4.9,0.0385203
5,0.0370661
5.1,0.0356922
5.2,0.0343928
5.3,0.0331626
5.4,0.0319969
5.5,0.0308912
5.6,0.0298415
5.7,0.0288441
5.8,0.0278957
5.9,0.026993
6,0.0261332
6.1,0.0253137
6.2,0.0245319
6.3,0.0237857
6.4,0.0230728
6.5,0.0223914
6.6,0.0217396
6.7,0.0211158
6.8,0.0205183
6.9,0.0199457
7,0.0193967
7.1,0.01887
7.2,0.0183644
7.3,0.0178787
7.4,0.017412
7.5,0.0169633
7.6,0.0165317
7.7,0.0161163
7.8,0.0157163
7.9,0.015331
8,0.0149596
8.1,0.0146016
8.2,0.0142562
8.3,0.0139229
8.4,0.0136011
8.5,0.0132903
8.6,0.01299
8.7,0.0126998
8.8,0.0124191
8.9,0.0121477
9,0.011885
9.1,0.0116308
9.2,0.0113846
9.3,0.0111461
9.4,0.010915
9.5,0.010691
9.6,0.0104739
9.7,0.0102632
9.8,0.0100589
9.9,0.00986057
10,0.00966806
